"sample","Axis1","Axis2","group","method"
"J_XYL_F_0059_02",0.269025795800426,0.137442955792911,"IBS_after","NMDS"
"J_XYL_F_0060_01",-0.267430115393327,-0.291309048299209,"IBS_before","NMDS"
"J_XYL_F_0060_02",0.0362701454072238,-0.270728272549697,"IBS_after","NMDS"
"J_XYL_F_0061_01",0.0140870396554206,-0.60088902452641,"IBS_before","NMDS"
"J_XYL_F_0061_02",-0.285689718439449,-0.525652616654383,"IBS_after","NMDS"
"J_XYL_F_0062_01",0.0886669365068176,-0.0647144149277921,"IBS_before","NMDS"
"J_XYL_F_0062_02",0.245595509599983,-0.401307667324127,"IBS_after","NMDS"
"J_XYL_F_0064_01",0.00486211915758685,-0.164381193312385,"IBS_before","NMDS"
"J_XYL_F_0064_02",0.193408970201292,0.437123332726672,"IBS_after","NMDS"
"J_XYL_F_0065_01",0.470613697390255,0.0806764404156064,"IBS_before","NMDS"
"J_XYL_F_0065_02",0.405362566106788,0.296070862157376,"IBS_after","NMDS"
"J_XYL_F_0066_01",-0.535019565412823,-0.283027512458025,"IBS_before","NMDS"
"J_XYL_F_0066_02",-0.437218733685081,-0.649069208277843,"IBS_after","NMDS"
"K_XYL_F_0001_01",-0.580409658323695,0.165341014741226,"UC_before","NMDS"
"K_XYL_F_0001_02",-0.956454883624656,0.171061460780422,"UC_after","NMDS"
"K_XYL_F_0002_01",-0.175007378114686,0.1329928006793,"UC_before","NMDS"
"K_XYL_F_0002_02",-0.694210053418924,0.234843774856797,"UC_after","NMDS"
"K_XYL_F_0003_01",-0.426975200358811,-0.749554896422643,"UC_before","NMDS"
"K_XYL_F_0003_02",-0.463920269998326,-0.0821170697447215,"UC_after","NMDS"
"K_XYL_F_0004_01",-0.746388628800867,0.0566541226715163,"UC_before","NMDS"
"K_XYL_F_0004_02",-0.679976932485772,-0.200089982669791,"UC_after","NMDS"
"K_XYL_F_0005_01",-0.14680558030467,0.266720263545762,"UC_before","NMDS"
"K_XYL_F_0005_02",-0.215314541164094,-0.440773627903883,"UC_after","NMDS"
"K_XYL_F_0007_01",0.118294446881237,0.407521663644561,"UC_before","NMDS"
"K_XYL_F_0007_02",-0.2221222958425,0.532529322164164,"UC_after","NMDS"
"K_XYL_F_0008_01",0.0943685048927653,0.281749747807568,"UC_before","NMDS"
"K_XYL_F_0008_02",0.306170938016932,0.419188656075222,"UC_after","NMDS"
"K_XYL_F_0009_01",0.27056199194432,0.555465320328091,"UC_before","NMDS"
"K_XYL_F_0009_02",0.2208974731622,0.0276677199705006,"UC_after","NMDS"
"K_XYL_F_0009_03",0.504088114594066,0.0267916180195644,"NA","NMDS"
"K_XYL_F_0011_01",0.124033456749278,0.089014933761206,"UC_before","NMDS"
"K_XYL_F_0011_02",-0.0828185394032295,-0.317931970330403,"UC_after","NMDS"
"K_XYL_F_0012_01",0.428303100092883,0.249453282358288,"UC_before","NMDS"
"K_XYL_F_0012_02",0.463293832246343,-0.0911775229400654,"UC_after","NMDS"
"K_XYL_F_0013_01",-0.651856358703338,0.340404214680597,"UC_before","NMDS"
"K_XYL_F_0013_02",-0.101212653147542,-0.393277430042808,"UC_after","NMDS"
"K_XYL_F_0017_01",-0.040155183976075,-0.140606327101506,"UC_before","NMDS"
"K_XYL_F_0017_02",-0.181474425993199,-0.221755570126401,"UC_after","NMDS"
"K_XYL_F_0018_01",-0.11093328576136,-0.539353352097895,"UC_before","NMDS"
"K_XYL_F_0018_02",-0.504041300301625,-0.242046574735997,"UC_after","NMDS"
"K_XYL_F_0022_01",-0.373760255453697,-0.408455141537493,"UC_before","NMDS"
"K_XYL_F_0022_02",0.348658021454181,-0.377447636860506,"UC_after","NMDS"
"K_XYL_F_0028_01",-0.43267686007541,-0.437654748565591,"UC_before","NMDS"
"K_XYL_F_0028_02",-0.207233921655437,-0.547367762148437,"UC_after","NMDS"
"K_XYL_F_0030_02",-0.139568702385417,-0.22616177113034,"UC_after","NMDS"
"K_XYL_F_0030_03",-0.352053128265732,0.0530009575750491,"UC_before","NMDS"
"K_XYL_F_0033_01",0.420727102799771,0.0345274112027859,"UC_before","NMDS"
"K_XYL_F_0033_02",0.210459494510886,-0.185294169616222,"UC_after","NMDS"
"K_XYL_F_0035_01",0.256410447797886,-0.0977581147956409,"UC_before","NMDS"
"K_XYL_F_0035_02",0.360950624630858,-0.0809305034748614,"UC_after","NMDS"
"K_XYL_F_0035_03",0.184707314773541,-0.477010049756147,"NA","NMDS"
"K_XYL_F_0036_01",0.197313904927372,-0.256779385659019,"UC_before","NMDS"
"K_XYL_F_0036_02",0.101011362972929,0.563207233258111,"UC_after","NMDS"
"K_XYL_F_0037_01",0.12553137505126,-0.531934826754057,"UC_before","NMDS"
"K_XYL_F_0037_02",0.217052083762415,-0.444688931316498,"UC_after","NMDS"
"K_XYL_F_0038_01",-0.416854454695394,-0.11413531733112,"UC_before","NMDS"
"K_XYL_F_0038_02",-0.0901266333594593,-0.0429610048624069,"UC_after","NMDS"
"K_XYL_F_0039_01",-0.302352442754919,-0.406778734387699,"UC_before","NMDS"
"K_XYL_F_0039_02",-0.718385994989904,0.56345916817041,"UC_after","NMDS"
"K_XYL_F_0042_01",0.284088460474593,-0.21392440778635,"UC_before","NMDS"
"K_XYL_F_0042_02",0.589613238948188,-0.0501897344023328,"UC_after","NMDS"
"K_XYL_F_0043_01",0.378443902637934,-0.331409273411192,"UC_before","NMDS"
"K_XYL_F_0043_02",0.415074149123742,-0.345673528871099,"UC_after","NMDS"
"K_XYL_F_0044_01",0.0461784754772442,0.309044983306633,"UC_before","NMDS"
"K_XYL_F_0044_02",0.394185290978302,0.219727576713032,"UC_after","NMDS"
"K_XYL_F_0045_01",0.371026636694967,0.104114642010119,"UC_before","NMDS"
"K_XYL_F_0045_02",0.05733037594522,0.181764497181582,"UC_after","NMDS"
"K_XYL_F_0046_01",0.512941506588328,0.243824229344425,"UC_before","NMDS"
"K_XYL_F_0046_02",-0.227483249653771,0.0991729017694793,"UC_after","NMDS"
"K_XYL_F_0047_01",0.0832349623772669,0.0146470816147559,"UC_before","NMDS"
"K_XYL_F_0047_02",0.153880722909389,0.0779559470448842,"UC_after","NMDS"
"K_XYL_F_0048_01",-0.328504092469984,-0.160053373264324,"UC_before","NMDS"
"K_XYL_F_0048_02",0.331948787152275,-0.4638866978082,"UC_after","NMDS"
